Slide_ID;CHEMISTRY;Endpoint;ReferenceID;Correct_Answer;DOI;ID_Paper;Author;scaffold_smiles;ID_Reponse;ID_in_article;subst_smiles;total_smiles;Cpd_Level;measurement;mod;value;unit
14;Chemistry 208;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;B;40;*-[C@H]1CCNC1;c1cnc2ccc(Cn3nnc4ncc(-c5cnn([C@H]6CCNC6)c5)nc43)cc2c1;bad;Caco2 Perm.;;3.1;10-6cm/sec
14;Chemistry 209;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-N1C=C(C=N1)C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;C;38;[*]CCN1CCCC1;c1cnc2ccc(Cn3nnc4ncc(-c5cnn(CCN6CCCC6)c5)nc43)cc2c1;medium;Caco2 Perm.;;21.9;10-6cm/sec
27;Chemistry 210;Solubility;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;A;47;CN(C)CCN-*;CN(C)CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;Good;Kin sol pH 6,5;;543;uM
27;Chemistry 211;Solubility;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;B;46;[*]NCCO;OCCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;medium;Kin sol pH 6,5;;32.2;uM
27;Chemistry 212;Solubility;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;C;51;[*]OCCN(C)C;CN(C)CCOc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;good-medium;Kin sol pH 6,5;;488;uM
49;Chemistry 213;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;A;51;[*]OCCN(C)C;CN(C)CCOc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;Good;Caco2 Perm.;;25.9;10-6cm/sec
49;Chemistry 214;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;B;46;[*]NCCO;OCCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;bad;Caco2 Perm.;;2.79;10-6cm/sec
49;Chemistry 215;Permeability;3;A;dx.doi.org/10.1021/jm300967g;3;CM;*-C1=NC2=C(N=NN2CC2=CC=C3N=CC=CC3=C2)N=C1;C;47;CN(C)CCN-*;CN(C)CCNc1cnc2nnn(Cc3ccc4ncccc4c3)c2n1;bad;Caco2 Perm.;;2.08;10-6cm/sec
6; ;Solubility;1;C;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;A;36;*-N1CCOS1(=O)=O;C=CC(=CC=CN1CCOS1(=O)=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;medium;sol pH7;;135;uM
6;Chemistry 217;Solubility;1;C;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;B;28;*-N1C=NNC1=O;C=CC(=CC=Cn1cn[nH]c1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;medium;sol pH7;;109;uM
6;Chemistry 216;Solubility;1;C;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;C;27;*-N1C=CNC1=O;C=CC(=CC=Cn1cc[nH]c1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;Good;sol pH7;;233;uM
13;Chemistry 220;Permeability;1;B;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;A;27;*-N1C=CNC1=O;C=CC(=CC=Cn1cc[nH]c1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;bad;Rate;;low;
13;Chemistry 219;Permeability;1;B;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;B;22;*-N1CCNC1=O;C=CC(=CC=CN1CCNC1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;Good;Rate;;moderate;
13;Chemistry 221;Permeability;1;B;https://doi.org/10.1021/jm0408870;1;CM;CC(C(=O)NC1=NNC(=C1)C1CC1)C1=CC=C(-*)C=C1;C;25;*-N1CC(=O)NC1=O;C=CC(=CC=CN1CC(=O)NC1=O)C(C)C(=O)Nc1cc(C2CC2)[nH]n1;bad;Rate;;low;
